t,Real_GDP,C_r,I_r,G_r,M_r,X_r,NX_r,K_r,INVE_r,P,PROFITS,WAGE,DEBT,PDEBT,PROD,MK,EMP,GDP_G,P_G,CON_G,INV_G,GOV_G,M_G,X_G,NX_G,K_G,INVE_G,PROFITS_G,WAGE_G,DEBT_G,PDEBT_G,PROD_G,MK_G,U,Profit_Share,Wage_Share
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.00362775320462541,0,0,0,0.006419405551888,9.53100776342545e-05,0.00651471561562691,0,0.000325736051550714,0,0.00124431071276042,0.00173197454286995,0.00530942279365903,0.0024430183561589,7.75052257353277e-07,0,0.00627503092383114,4.70463824803023e-06,0,1.70085800680574e-16,0,1.50715001881862e-16,0.00487066731798306,1.92841736654719e-05,0.00179744835750122,0,2.36560187035347e-05,2.01410076813023e-05,1.67411365359809e-05,8.97781763391489e-05,171912133137.314,7.75072608274639e-07,1.57371977522479e-16,2.24152282398596e-05,4.04321490110202e-07,4.04321490117766e-07
3,0.0168224841585335,0.000604075583524912,2.8812894575194e-07,3.34411744286469e-06,0.0157007082019282,0.000224586857791621,0.0159236960376924,3.63060278351865e-05,0.0171542835399974,4.35689596023726e-07,0.01489422593703,0.00302909008266828,0.0166800506096103,0.00798134674838354,3.35839378055037e-06,1.7011314841235e-07,0.0108427727223379,2.46082724004245e-05,7.65250598267554e-17,3.73020480773369e-06,1.94352058643948e-07,1.21445537817238e-07,0.00482752710764859,5.83930359012122e-05,0.0908766718612696,1.17135809610997e-07,0.0013772163337877,0.000226349527511678,4.09746724219916e-05,0.000154343848579,0.270141111280477,3.34353233221503e-06,1.13352351989744e-07,4.16453146663924e-05,5.53934064169542e-05,5.5393406416947e-05
4,0.0386064377971347,0.0080596077968029,0.00014697360758494,0.00247233706036058,0.070344680624371,0.00110782560990469,0.0714502021851672,4.13337099218094e-05,0.0281984087306189,5.16351021670568e-07,0.0313928229536081,0.0106277947507946,0.0547383834944317,0.020230452217092,2.58780633885159e-06,5.5631253133673e-08,0.0359964180193374,3.47769778400613e-05,1.04054139674084e-08,4.91162239117069e-05,6.06852469649368e-05,8.78677876405609e-05,0.0164786420289046,0.000318898693918162,0.0733342063149361,3.26694641272728e-08,0.00285081532708626,0.000647494140021509,0.000124731993665065,0.000418984216102465,0.00866515984101438,4.33344303263508e-06,7.86899828699596e-08,0.000146506551255063,0.000120453900273925,0.000120453900273924
5,0.247225659278253,0.00994531668829476,0.000824212101053396,0.00249647091790403,0.0783657156068403,0.00892321768553286,0.0716761890216411,0.693637921520347,0.124431459189133,1.45927769364439e-05,0.220448160712698,0.0192813568893837,1.48088400276924,0.0921095420244811,6.64592132737524e-05,6.04722503568239e-06,0.0543674699791543,0.000324806226785646,8.43189026063714e-08,3.85055001929793e-05,0.000240359713053706,4.00437294654409e-06,0.012371640042999,0.00221857143105788,0.0210845157599801,0.00236351435455843,0.0135694891442887,0.00352879627402058,0.000262138877014585,0.0106724068889958,0.0295606705456313,5.63335781170013e-05,4.0354911772549e-06,0.00251965646164933,0.000853899525143635,0.000853899525143638
6,0.467956009760519,0.0395963806357303,0.506288431718656,0.00247189460094179,0.602006746370608,0.0760940907696361,0.653266110166635,0.973097239066496,0.491639743907513,3.33430148047068e-05,0.374804061963199,0.185455520801012,1.19696192967714,0.268570039317175,0.00055272683072776,0.000368114383705951,0.619298991474094,0.000686057342280808,8.13443108220065e-07,0.000231651657756394,0.104383930338859,9.22216950413641e-06,0.0513299848578035,0.0182135196268378,0.0818374044713368,0.00220282552524342,0.0623609664165849,0.00835723646646839,0.0018579013247851,0.00560721169415293,0.0561666292161414,0.000458039838834881,0.000243962346577382,0.00231565736139378,0.00156175906612688,0.00156175906612688
7,0.747251832570306,0.0871100775266037,0.620661155525037,0.00250186508847437,1.02429946597681,0.0771867547384073,1.06553171537953,0.987110279846267,0.414129186493024,6.44030565609873e-05,0.433417324972424,0.235464688811389,1.39038794205406,0.56873478779594,0.00162848364287284,0.00128372073862095,0.762460436624764,0.0012833961277163,3.20108316699549e-06,0.000491064144890768,0.114281940709588,1.59976698907371e-05,0.118640660236281,0.0156217331519513,0.180242639417685,0.000105278342816897,0.0307813336206796,0.012082733513971,0.00187785786101767,0.00477094746302361,0.0567124312296173,0.0012172475047838,0.000730159029960844,0.00136941315003856,0.00128932071653246,0.00128932071653247
8,0.928230015853018,0.172251837708316,0.632776170914285,0.139982984209254,0.571870198398106,0.0947274187008319,0.662609717198576,0.935355599241208,0.28606566960971,7.59687219054936e-05,0.394994822426294,0.475727083088827,1.44552218769116,0.601155008095468,0.00146540690603976,5.02556241178579e-06,1.06021687969432,0.00245705718926547,5.48398704535426e-06,0.000814202830487106,0.554018656697084,0.00514775460765029,0.0436020714491628,0.0131339445627109,0.0522332864261893,0.00162511364665839,0.0423039679186603,0.00555609139058804,0.00350612947590187,0.00103874999744539,0.0261019816858543,0.00138581495564939,0.000855556042271834,0.00558488019822106,0.00113445798545942,0.00113445798545941
9,1.14417676854715,0.331640580172882,0.790762006316271,0.140554993744234,1.17166966078493,0.134609421065851,1.25542944287776,1.31652825138828,0.420850448295076,0.00058486681605713,0.58562610271911,0.462837972494439,2.7744246279116,0.608732598903886,0.00139087559192844,0.000270177661562584,1.25246095269081,0.00322702140929123,1.41489380131371e-05,0.00110456708883364,0.265445400974554,0.00016592772398273,0.144928449308074,0.0369062127586468,0.257366050899727,0.00337103528970911,0.066741081458938,0.00725906719701765,0.00557555904375708,0.0153415295627116,0.0543489213008223,0.000777162022413112,0.000181348430272507,0.0036171191692826,0.00162869180125159,0.0016286918012516
10,1.11683097744153,0.463645070892839,1.06795645304215,0.142832782173665,0.643291923624843,0.200791789731005,0.803863940611011,2.44294659298035,0.592080816061846,0.00124370662389845,0.477115746088617,0.568637000328214,2.70893772923294,0.749245386882697,0.00118867943855053,0.000384315923374601,1.54058035896355,0.00449318922908889,9.92195358396507e-05,0.00116643490733551,0.117474526798088,0.000208856383416938,0.0488747151965185,0.0250582413131229,0.0669229413785269,0.00531276702126011,0.0578454986950192,0.00676923264592054,0.00411882405832653,0.00661063983454364,0.123906848023147,0.000511512090503672,0.000146976392700059,0.00346160386802938,0.0014138161798178,0.0014138161798178
11,0.752161971719983,0.635299703095073,0.243649138373987,0.145820835780039,0.433546981175572,0.00915468121210565,0.441226465336656,2.89313560896086,0.499252582636485,0.00181889103103707,0.332308043727609,0.511851535781286,2.97066209281886,0,0.00120069560828978,0.000338015139723394,1.11295179700686,0.00375517664930525,0.000190046768945348,0.0014343835369765,0.263200500369409,0.000229296349343542,0.0601287841987345,0.0526156490548438,0.0773999388383799,0.00318147464537428,0.0659192943305488,0.00894631119154509,0.00597548990247068,0.00659675148830092,0.471212071499161,0.000968920892675353,0.000100793688801576,0.00509071472226477,0.00161402741965504,0.00161402741965504
12,0.828167581249861,0.634588456376404,0.347969462950921,0.110486850855545,0.00830207329745393,0.00511391584746577,0.00870625093234154,3.00929205581681,0.384876881547281,0.00208209360029832,0.31542278665016,0.552428923987819,2.91160475121227,0.280677738936363,0.000839379322728002,0.000171524466126998,1.22471089070026,0.00331581902171777,0.000322004488575245,0.000466931711986181,0.0310033214406059,0.00386088871932543,0.0437158037482833,0.00186067554953969,1.5695553859378,0.00268135046660836,0.0748764421291504,0.00769383512966205,0.00365453335306497,0.0056984163064651,0,0.000732415511555416,0.000156410296466876,0.0041874513896144,0.00150168691608886,0.00150168691608886
