t,Real_GDP,C_r,I_r,G_r,M_r,X_r,NX_r,K_r,INVE_r,P,PROFITS,WAGE,DEBT,PDEBT,PROD,MK,EMP,GDP_G,P_G,CON_G,INV_G,GOV_G,M_G,X_G,NX_G,K_G,INVE_G,PROFITS_G,WAGE_G,DEBT_G,PDEBT_G,PROD_G,MK_G,U,Profit_Share,Wage_Share
1,192.7755083,161.9412188,1.647465614,27.53935833,1.317972491,4.942396842,3.624424351,320,13.76967917,3.75,61.77996053,103.4561895,59.13935576,1.421085472e-14,1,1.5,275.3935833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1393950521,0.3738888889,0.6261111111
2,184.985241802,161.9412188,1.482719053,27.53935833,3.5514880294,3.94733631408,0.395848284414,310,12.5917264724,3.75,62.4723565184,95.0149411392,98.9386622586,0.155303162828,1.12324391972,1.5,243.752879374,-0.010102770035,-3.330669074e-16,1.50935446196e-16,-0.1,1.70286540404e-16,1.6946602097,-0.20133157251,-0.89078312966,-0.03125,-0.085546851114,0.0112074528148,-0.081592492204,0.672974975504,10928488536600,0.123243919592,3.2270482582e-16,0.129282750116,0.396681874972,0.603318125028
3,187.724452656,160.04556268,2.42373503958,28.1552616364,5.7666623428,4.07563932428,-1.69102301846,305.686978164,11.4374848368,3.66796782362,66.21325206,94.1493555454,120.116957804,3.06552966228,1.16841759752,1.53333228008,233.031599956,-0.016653207532,-3.19744231102e-16,-0.0117058281492,0.634655624934,0.0223644754588,0.62373505218,0.0325036940494,-5.27321090324,-0.0139129736708,-0.0916666478564,0.0598808112866,-0.00910999402294,0.21405479961,18.7431188444,0.0402171578246,0.0222215200862,0.098028036116,0.41289707294,0.58710292706
4,188.737754078,158.59121061,3.06668767908,26.9612551414,10.24292383296,3.89792171902,-6.34500211412,293.478055884,8.69707353846,3.66941701792,62.258483318,99.518513478,138.494216888,3.06735649726,1.18717465484,1.49947956356,224.729444008,-0.0218895498992,-0.0222734493336,-0.00908711279302,0.265273484514,-0.0424079346098,0.776273807118,-0.04360494244446,2.75280772618,-0.0399392945942,-0.239596899784,-0.059727630669,0.0570280919332,0.152994704538,0.00061426753219,0.016053384754,-0.0220778737892,0.0804636364842,0.384841346018,0.615158653982
5,186.815016606,157.772256906,4.8158661189,27.037241106,12.7397949768,4.05220857786,-8.68758639872,283.405661052,8.75442061138,3.65910442058,60.563959067,99.5044238182,152.609382128,4.13071955618,1.19274333014,1.50433301164,224.068431008,-0.029619385211,-0.0217058053802,-0.0051639350004,0.570380413054,0.00281833920806,0.24384195098,0.0395595980834,0.36940163491,-0.0343207767252,0.00660794865196,-0.0272170761994,-0.00014155222622914,0.1019188030952,0.346673438736,0.004690695923,0.00323675506634,0.0488898426156,0.37836166779,0.62163833221
6,185.147656908,156.66144693,4.32212169202,27.1303232748,13.4307078236,3.86575445064,-9.56495337234,273.846163336,9.14773232916,3.64655029858,59.7558409214,98.9428347182,164.343290148,6.61526634424,1.19224183054,1.50019616594,221.23885101,-0.0195030229752,-0.024331644649,-0.00704060109134,-0.1025160270318,0.0034427393625,0.05452087497898,-0.0459877708006,0.101662287202854,-0.0337332141412,0.04560508592576,-0.0133137842102,-0.00564374620746,0.0769263299346,0.60177861876,-0.000420460947158,-0.0027499534803,0.0266209752054,0.376532666306,0.623467333694
7,183.336024366,157.160621888,1.721012803342,27.218752997,17.8292669534,3.44936195494,-14.3799049986,281.121137724,7.36273992044,3.63470319408,60.0111811184,97.3594101704,160.235859322,11.1707083127,1.19593589448,1.50063304484,215.08626685,-0.0187590642404,-0.0275226543198,0.00318636359604,-0.608766532758,0.00325944232186,0.3339077725868,-0.1076125839922,0.5173172207732,0.0265661565548,-0.194470205278,0.0043613238985982,-0.016004014726,-0.0249912026694,0.688509823424,0.00309834448404,0.00029114641875,0.0230629712746,0.381331949482,0.618668050518
8,185.242770686,156.857165558,3.80469039748,25.6620867868,10.73841832828,3.67690536438,-7.0615129637,289.021748424,6.8598685794,3.63597450296,59.6478107378,99.1383717988,163.89324945,8.28192559906,1.19445774594,1.49943424076,222.162496886,-0.0181398429174,-0.00844059174166,-0.0019309620126232,1.384520598428,-0.0571909403378,-0.39556862573,0.065835957089072,-0.506571624732,0.028106986008,-0.0661252271949216,-0.006045448724758,0.0182698105892,0.0228238591716,-0.25906516921,-0.00123512236624072,-0.000798152276664,0.0477490284276,0.375643979674,0.624356020326
9,183.89434223,156.170835308,4.58687699638,25.619182369,13.18277597924,3.80595078548,-9.37682519396,295.689902938,7.2724936429,3.6420652492,58.5829876196,98.9770189208,167.75422351,5.67727429812,1.1912122574,1.49895408748,222.245929596,-0.01422260854664,-0.0087609750758,-0.00437683780272,0.227597631360756,-0.00167229914478,0.23217375363446,0.035377588690452,0.3425398793384,0.0230739633414,0.06149195486948,-0.01784735633879,-0.0016177354999618,0.0235557939316,-0.31513209826,-0.00271671406964,-0.00032022257943872,0.0820015721086,0.37180351729,0.62819648271
10,186.743017744,155.71478351,5.30797733098,25.5701764772,9.4927511649,4.06428689258,-5.42846427224,311.136601932,7.94043364396,3.64904892086,59.4891551774,100.417093394,168.999618782,1.169237223708,1.18832691212,1.49867301034,227.250717676,-0.01230421572094,-0.00530971389888,-0.00292258189454,0.1641667090172,-0.00191375164082,-0.276962807506,0.0679105975886,-0.41838244686,0.0522355047186,0.09210347836768,0.0155421694085,0.01455544955672,0.00746778693952,-0.804808962006,-0.00242201495786,-0.00018752135260506,0.079531157821,0.372023318446,0.627976681554
