t,Real_GDP,C_r,I_r,G_r,M_r,X_r,NX_r,K_r,INVE_r,P,PROFITS,WAGE,DEBT,PDEBT,PROD,MK,EMP,GDP_G,P_G,CON_G,INV_G,GOV_G,M_G,X_G,NX_G,K_G,INVE_G,PROFITS_G,WAGE_G,DEBT_G,PDEBT_G,PROD_G,MK_G,U,Profit_Share,Wage_Share
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.00362775320462541,0,0,0,0.006419405551888,9.53100776342545e-05,0.00651471561562691,0,0.000325736051550714,0,0.00124431071276042,0.00173197454286995,0.00530942279365903,0.0024430183561589,7.75052257353277e-07,0,0.00627503092383114,4.70463824803023e-06,0,1.70085800680574e-16,0,1.50715001881862e-16,0.00487066731798306,1.92841736654719e-05,0.00179744835750122,0,2.36560187035347e-05,2.01410076813023e-05,1.67411365359809e-05,8.97781763391489e-05,171912133137.314,7.75072608274639e-07,1.57371977522479e-16,2.24152282398596e-05,4.04321490110202e-07,4.04321490117766e-07
3,0.0168224841585335,0.000604075583524912,2.8812894575194e-07,3.34411744286469e-06,0.0157007082019282,0.000224586857791621,0.0159236960376924,3.63060278351865e-05,0.0171542835399974,4.35689596023726e-07,0.01489422593703,0.00302909008266828,0.0166800506096103,0.00798134674838354,3.35839378055037e-06,1.7011314841235e-07,0.0108427727223379,2.46082724004245e-05,7.65250598267554e-17,3.73020480773369e-06,1.94352058643948e-07,1.21445537817238e-07,0.00482752710764859,5.83930359012122e-05,0.0908766718612696,1.17135809610997e-07,0.0013772163337877,0.000226349527511678,4.09746724219916e-05,0.000154343848579,0.270141111280477,3.34353233221503e-06,1.13352351989744e-07,4.16453146663924e-05,5.53934064169542e-05,5.5393406416947e-05
4,0.0386064400613457,0.00805960001139844,0.000146973682885839,0.00247233655901407,0.0703498268362229,0.00110264672973438,0.0714501710762829,4.13361829008122e-05,0.0281984087555098,5.16292508839854e-07,0.0313928222890157,0.0106277947550764,0.0547346139434827,0.0202304521863866,2.58780633885159e-06,5.56098838588571e-08,0.0359964180193374,3.47769782244755e-05,1.04054139674084e-08,4.91162845162849e-05,6.06852490731685e-05,8.78677853193109e-05,0.0164731315139305,0.0003174055054684,0.0733561113566571,3.26702360589388e-08,0.00285138597068906,0.000647471903955535,0.000124731981250909,0.000418948370553187,0.00866740826266229,4.33344303263508e-06,7.86917403377343e-08,0.000146506551255063,0.000120464640693251,0.000120464640693244
5,0.250979383502983,0.00994533858186602,0.000824010154762954,0.00249647857772229,0.0815412620848662,0.0088315807596494,0.0747679515243856,0.693638412274116,0.12759527057248,1.45957888808421e-05,0.223753743896971,0.0192555645478131,1.47695265294785,0.0934389819381469,6.6464662684702e-05,6.04855874605552e-06,0.0542728647418257,0.000329629597521633,8.43189026063714e-08,3.85074600176289e-05,0.000240320925699477,4.00521492208669e-06,0.0126031620507002,0.00220628903153272,0.0213723926381179,0.00236351606375106,0.0139438533852869,0.0035826565518433,0.000262086987356155,0.0106443375499155,0.0299817773094689,5.63381356571853e-05,4.03643766200164e-06,0.00251914503632861,0.000866519043194392,0.000866519043194388
6,0.497795014406715,0.0401734571808508,0.506234498104258,0.00245699159316233,0.621807818115052,0.0743362246450059,0.667965509821245,1.10802715341771,0.534436855736242,3.2341680953658e-05,0.407892572971999,0.185381497536398,1.07711377958621,0.27649642140184,0.000512144653263442,0.000332399058221071,0.619255964151118,0.00072705636523001,8.13443108220065e-07,0.000235427436550003,0.104477816854996,9.06390224040271e-06,0.0520726552460001,0.0178286765031747,0.0821548546151755,0.00242679797494419,0.0674626932438899,0.00875059258239366,0.00185639447824098,0.00556490189112051,0.0575996764585248,0.00042054320227503,0.000220976428228039,0.00252872139206381,0.00169235264125879,0.00169235264125878
7,0.739025874421781,0.0910719394316496,0.61321525273223,0.00255102348122264,1.09437809609936,0.0764979087012132,1.13445655521269,1.11850557091124,0.364854057175667,6.882762507423e-05,0.415037413207615,0.252800499130829,1.36767179267004,0.562819511281084,0.00166926849129864,0.00125415210232414,0.813236017016297,0.0012095893868426,3.20107799377243e-06,0.00051623699870806,0.1146101482627,1.60380063689099e-05,0.125204160673723,0.0163419584865748,0.188106590232162,0.00012243429337634,0.0268045664952805,0.0129307465300452,0.00185623204999064,0.00608070973239595,0.0598781633896077,0.00131491395837803,0.000743711316067327,0.00170512330857722,0.00123172194108688,0.00123172194108688
8,0.980131809156684,0.167171183088824,0.667390184778892,0.141725429584699,0.593447289922436,0.0985153015770959,0.689201564859284,0.989330223053126,0.288575759012871,7.99093360333185e-05,0.469733137959829,0.425181043198201,1.45763633904796,0.592991757862064,0.001585128523852,5.49294755505251e-06,0.876037827421113,0.0024369748055852,5.53270324267468e-06,0.00080762191603235,0.532801769338063,0.00519770562320977,0.0447695908583432,0.0146285021415294,0.0534184299393261,0.00164621416262166,0.0457939773560796,0.0053344346185576,0.00290550983038412,0.000853191236058596,0.0268855538061061,0.00145179850291854,0.000835912083862998,0.00463667314792114,0.00119000988263984,0.00119000988263984
9,1.26683806404468,0.336310628362248,0.900320242099917,0.14336735844804,1.13605276935073,0.153141538811722,1.23930304554248,1.26088959138976,0.401387310328928,0.000582045137534097,0.618325445816562,0.521994279306599,2.58852565569414,0.634444868323188,0.00155059143672549,0.000287271560064959,1.32880409986987,0.00354392300295429,1.49167478606112e-05,0.00117457760675639,0.213410559489156,0.000169966474215173,0.121369458664885,0.0319051755998106,0.211319231322183,0.00314056981908541,0.0653920009936372,0.00726248776457268,0.00475712118497591,0.0141711091681361,0.0492517034563748,0.000624602469833267,0.000193240653930818,0.00399531560248906,0.00157092377686128,0.00157092377686127
10,1.02103346194071,0.505018165776325,1.05201570314235,0.146872357403308,0.518741051066373,0.193842512987177,0.679331796589443,2.1681526018839,0.6524465993256,0.00129229234798609,0.477969283006977,0.468342762842305,2.45544525094725,0.75474325708282,0.0014032240276257,0.000374215222915336,1.22251477640147,0.00487828774573436,9.57495428827048e-05,0.00135974668962793,0.136922956896812,0.000217850973331124,0.0543282573706642,0.0245732345993876,0.0702690657523593,0.00593802960759175,0.0462309042174706,0.00589344287317658,0.00371948107564489,0.00659291161184641,0.12066336631939,0.000531085563212094,0.000120370162816962,0.00236587680754619,0.00132028480223998,0.00132028480223998
11,0.84514758539295,0.673354975225913,0.232637539912043,0.151245259646641,0.439427769767574,0.00964693237032032,0.447397924892171,2.74631113726204,0.574573545361717,0.00192294532177574,0.370044642238422,0.593569933170235,2.96228433565235,0,0.00125410526659258,0.000339673404209109,1.30433884901339,0.00405702181013214,0.000177304623472412,0.00138484020520814,0.257436491047775,0.000230204996379314,0.0578978725363673,0.0515894961050625,0.0708646184372546,0.00322687858353818,0.0752959621083518,0.00891672533356094,0.00595455954433747,0.00922912636179769,0.370328039909021,0.00100547122588186,8.55524757171295e-05,0.00511026342325264,0.00188777809784993,0.00188777809784993
12,0.94537990908962,0.6704868834734,0.377475072590627,0.126087507133464,0.00926052944214883,0.00456915848658607,0.00959026550912897,3.04866796205178,0.45707060170404,0.00213913070461363,0.351787168827498,0.629644616700634,2.68311474235409,0.361636957009093,0.000769158059355593,0.000197154551342257,1.42032221479183,0.00325942814240511,0.000302993751023284,0.000452215022430679,0.033715139408782,0.00361401259008944,0.0477985324709574,0.00188916980677858,1.12628354237933,0.00276247853559734,0.0858381857370485,0.00864109398502579,0.00423971321373386,0.00631909382623954,0,0.000825416990323841,0.000163174801415047,0.00369193708217428,0.00167695484051843,0.00167695484051843
